,ID1_G,ID2_G,ID_T_G,ID_R_G,DATE_G,RESULT_G
1677,2247,29814,13151,4,2016-05-10 00:00:00,1
1678,13209,30092,13152,4,2016-05-10 00:00:00,1
1679,14108,30537,13152,4,2016-05-10 00:00:00,1
1680,1092,12043,12811,5,2016-05-10 00:00:00,1
1681,14891,5058,12985,4,2016-05-11 00:00:00,2
1682,4149,9305,12985,4,2016-05-11 00:00:00,2
1683,9649,13968,12985,4,2016-05-11 00:00:00,1
1684,3586,25546,13142,4,2016-05-10 00:00:00,1
1685,23012,15000,13142,4,2016-05-10 00:00:00,1
1686,11517,21332,13144,4,2016-05-10 00:00:00,1
1687,14892,29285,13144,4,2016-05-10 00:00:00,1
1688,27114,28075,13144,4,2016-05-10 00:00:00,1
1689,33234,21256,13144,4,2016-05-10 00:00:00,1
1690,30087,23090,13149,4,2016-05-10 00:00:00,2
1691,10636,30809,13149,4,2016-05-10 00:00:00,1
1692,31754,31036,13149,4,2016-05-10 00:00:00,1
1693,23575,12977,13149,4,2016-05-10 00:00:00,2
1694,22771,22560,13149,4,2016-05-10 00:00:00,2
1695,30849,7657,13149,4,2016-05-10 00:00:00,1
1696,21553,7891,13149,4,2016-05-10 00:00:00,1
1697,14889,20846,13149,4,2016-05-10 00:00:00,2
1698,3849,3818,13149,4,2016-05-10 00:00:00,1
1699,21460,7612,13149,4,2016-05-10 00:00:00,1
1700,5127,4025,12985,4,2016-05-11 00:00:00,1
1701,1266,745,12985,5,2016-05-11 00:00:00,2
1702,18648,11816,12986,4,2016-05-10 00:00:00,2
1703,9831,15021,12985,4,2016-05-11 00:00:00,1
1704,13576,970,12985,4,2016-05-11 00:00:00,2
1705,9488,28762,12985,5,2016-05-11 00:00:00,2
1706,23235,29550,12985,4,2016-05-11 00:00:00,2
1707,23147,22979,12987,4,2016-05-11 00:00:00,2
1708,23331,25294,13144,4,2016-05-11 00:00:00,2
1709,29462,35539,13144,4,2016-05-11 00:00:00,1
1710,26009,26764,13144,4,2016-05-11 00:00:00,1
1711,29943,24945,13144,4,2016-05-11 00:00:00,1
1712,1264,8313,12985,5,2016-05-11 00:00:00,2
1713,26181,49899,12985,9,2016-05-11 00:00:00,1
1714,12852,19584,12987,4,2016-05-11 00:00:00,1
1715,13032,22437,12987,4,2016-05-11 00:00:00,2
1716,18524,18422,12987,4,2016-05-11 00:00:00,1
1717,5069,4019,13147,5,2016-05-11 00:00:00,1
1718,25703,23471,13147,5,2016-05-11 00:00:00,2
1719,25539,22865,13147,5,2016-05-11 00:00:00,1
1720,27116,25172,13147,5,2016-05-11 00:00:00,1
1721,38621,9493,13147,5,2016-05-11 00:00:00,2
1722,5885,35337,13147,5,2016-05-11 00:00:00,1
1723,9658,10231,12984,5,2016-05-11 00:00:00,2
1724,28073,7393,12985,5,2016-05-11 00:00:00,2
1725,10051,29376,13143,4,2016-05-11 00:00:00,1
1726,5993,14960,13143,4,2016-05-11 00:00:00,1
1727,34537,20287,13144,4,2016-05-11 00:00:00,2
1728,36278,17741,13144,4,2016-05-11 00:00:00,2
1729,20559,30611,13152,4,2016-05-11 00:00:00,1
1730,28684,43928,13152,4,2016-05-11 00:00:00,1
1731,33298,22774,13156,5,2016-05-11 00:00:00,2
1732,10288,17961,13156,5,2016-05-11 00:00:00,2
1733,5150,24740,12811,5,2016-05-11 00:00:00,1
1734,19,24008,12811,5,2016-05-11 00:00:00,1
1735,20650,11923,12811,5,2016-05-11 00:00:00,1
1736,9878,39803,12986,4,2016-05-11 00:00:00,1
1737,25777,18812,12986,4,2016-05-11 00:00:00,2
1738,13800,4003,12986,4,2016-05-11 00:00:00,2
1739,13048,6817,12986,5,2016-05-11 00:00:00,2
1740,28108,29597,13141,5,2016-05-11 00:00:00,1
1741,22761,28364,13143,4,2016-05-11 00:00:00,1
1742,25000,13225,13143,4,2016-05-11 00:00:00,1
1743,24877,39896,13145,4,2016-05-11 00:00:00,1
1744,29055,23204,13145,4,2016-05-11 00:00:00,1
1745,3651,21396,13145,4,2016-05-11 00:00:00,1
1746,21397,20900,13145,4,2016-05-11 00:00:00,1
1747,20658,18378,13145,4,2016-05-11 00:00:00,1
1748,12214,12202,13145,4,2016-05-11 00:00:00,1
1749,14465,30211,13145,4,2016-05-11 00:00:00,1
1750,22280,24531,13146,4,2016-05-11 00:00:00,1
1751,30856,24646,13146,4,2016-05-11 00:00:00,1
1752,29720,13626,13146,4,2016-05-11 00:00:00,2
1753,30801,37085,13146,4,2016-05-11 00:00:00,1
1754,36397,24294,13146,4,2016-05-11 00:00:00,2
1755,40058,20652,13147,5,2016-05-11 00:00:00,2
1756,12054,12527,13147,5,2016-05-11 00:00:00,2
1757,26143,39445,13152,4,2016-05-11 00:00:00,1
1758,21497,31869,13153,5,2016-05-11 00:00:00,1
1759,36821,37003,13153,5,2016-05-11 00:00:00,1
1760,18136,12936,13153,5,2016-05-11 00:00:00,1
1761,18627,26761,13153,5,2016-05-11 00:00:00,2
1762,21757,21893,13153,5,2016-05-11 00:00:00,1
1763,11948,12452,13153,5,2016-05-11 00:00:00,1
1764,28899,25082,13154,4,2016-05-11 00:00:00,1
1765,14477,30355,13154,4,2016-05-11 00:00:00,1
1766,19857,26205,13154,4,2016-05-11 00:00:00,1
1767,5992,1113,12811,5,2016-05-11 00:00:00,1
1768,7127,578,12811,5,2016-05-11 00:00:00,2
1769,36588,49942,12811,5,2016-05-11 00:00:00,1
1770,674,791,12811,5,2016-05-11 00:00:00,1
1771,1075,9043,12811,5,2016-05-11 00:00:00,1
1772,26218,21506,12984,5,2016-05-11 00:00:00,2
1773,51139,51998,12984,9,2016-05-11 00:00:00,1
1774,854,29939,12986,5,2016-05-11 00:00:00,1
1775,21623,37019,13140,5,2016-05-11 00:00:00,1
1776,29894,29040,13140,5,2016-05-11 00:00:00,1
1777,11332,11528,13140,5,2016-05-11 00:00:00,1
1778,13017,8858,13140,5,2016-05-11 00:00:00,1
1779,10813,22112,13140,5,2016-05-11 00:00:00,1
1780,10929,26991,13141,5,2016-05-11 00:00:00,1
1781,24756,29117,13143,4,2016-05-11 00:00:00,1
1782,12048,23753,13145,4,2016-05-11 00:00:00,1
1783,13592,33860,13145,4,2016-05-11 00:00:00,1
1784,26313,11942,13146,4,2016-05-11 00:00:00,1
1785,26502,22798,13148,5,2016-05-11 00:00:00,2
1786,34861,7234,13148,5,2016-05-11 00:00:00,2
1787,24009,37361,13148,5,2016-05-11 00:00:00,1
1788,18457,30221,13154,4,2016-05-11 00:00:00,1
1789,29960,25536,13154,4,2016-05-11 00:00:00,2
1790,7555,21822,13154,4,2016-05-11 00:00:00,1
1791,13844,31292,13154,4,2016-05-11 00:00:00,1
1792,49890,38362,12811,5,2016-05-11 00:00:00,1
1793,47335,13742,12984,4,2016-05-11 00:00:00,1
1794,18485,25171,12984,5,2016-05-11 00:00:00,1
1795,935,11701,12986,5,2016-05-11 00:00:00,1
1796,11309,30601,13140,5,2016-05-11 00:00:00,1
1797,12229,21402,13141,5,2016-05-11 00:00:00,1
1798,35084,24717,13141,5,2016-05-11 00:00:00,1
1799,25368,34964,13141,5,2016-05-11 00:00:00,1
1800,23997,21189,13141,5,2016-05-11 00:00:00,2
1801,29469,33738,13141,5,2016-05-11 00:00:00,1
1802,10492,26892,13143,4,2016-05-11 00:00:00,1
1803,10602,23197,13145,4,2016-05-11 00:00:00,1
1804,22280,34539,13146,5,2016-05-11 00:00:00,2
1805,20694,18665,13151,4,2016-05-11 00:00:00,1
1806,8526,21257,13151,4,2016-05-11 00:00:00,2
1807,10990,18260,13151,4,2016-05-11 00:00:00,1
1808,25451,26835,13151,4,2016-05-11 00:00:00,1
1809,20983,29924,13151,4,2016-05-11 00:00:00,1
1810,18474,18477,13151,4,2016-05-11 00:00:00,2
1811,26600,32073,13151,4,2016-05-11 00:00:00,1
1812,32723,22058,13152,4,2016-05-11 00:00:00,1
1813,22429,35979,13155,4,2016-05-11 00:00:00,1
1814,26627,27056,13155,4,2016-05-11 00:00:00,1
1815,24397,21312,13155,4,2016-05-11 00:00:00,1
1816,26706,30102,13155,4,2016-05-11 00:00:00,1
1817,9109,13008,13155,4,2016-05-11 00:00:00,1
1818,12055,37034,13155,4,2016-05-11 00:00:00,2
1819,11797,25934,13155,4,2016-05-11 00:00:00,1
1820,18338,20054,13155,4,2016-05-11 00:00:00,1
1821,12194,24757,13155,4,2016-05-11 00:00:00,1
1822,34102,20979,13155,4,2016-05-11 00:00:00,2
1823,30126,30309,13155,4,2016-05-11 00:00:00,1
1824,26211,14861,13155,4,2016-05-11 00:00:00,2
1825,13337,27779,13155,4,2016-05-11 00:00:00,1
1826,19907,27745,13155,4,2016-05-11 00:00:00,2
1827,28566,13940,13155,4,2016-05-11 00:00:00,1
1828,21070,29353,13155,4,2016-05-11 00:00:00,1
1829,27187,28898,13156,5,2016-05-11 00:00:00,2
1830,22704,11378,13156,5,2016-05-11 00:00:00,1
1831,22434,11704,12811,5,2016-05-11 00:00:00,2
1832,13511,34447,12811,5,2016-05-11 00:00:00,2
1833,673,961,12811,5,2016-05-11 00:00:00,1
1834,7043,1837,12811,5,2016-05-11 00:00:00,2
1835,5838,20655,12984,5,2016-05-11 00:00:00,1
1836,14177,12534,12986,5,2016-05-11 00:00:00,1
1837,29457,20471,13148,5,2016-05-11 00:00:00,1
1838,30470,18579,13148,5,2016-05-11 00:00:00,1
1839,28992,28924,13148,5,2016-05-11 00:00:00,2
1840,23301,21254,13148,5,2016-05-11 00:00:00,2
1841,33648,23544,13148,5,2016-05-11 00:00:00,1
1842,18770,26832,13150,4,2016-05-11 00:00:00,1
1843,23072,29579,13150,4,2016-05-11 00:00:00,2
1844,4344,18612,13150,4,2016-05-11 00:00:00,2
1845,20194,28860,13150,4,2016-05-11 00:00:00,1
1846,22707,14588,13150,4,2016-05-11 00:00:00,2
1847,677,678,12811,5,2016-05-11 00:00:00,1
1848,36278,14892,13144,5,2016-05-11 00:00:00,2
1849,14510,18089,13144,5,2016-05-11 00:00:00,1
1850,29151,23331,13144,5,2016-05-11 00:00:00,1
1851,29462,8812,13144,5,2016-05-11 00:00:00,2
1852,19910,25227,13149,4,2016-05-11 00:00:00,1
1853,24069,10713,13149,4,2016-05-11 00:00:00,2
1854,8354,9543,13149,4,2016-05-11 00:00:00,2
1855,10978,12000,13149,4,2016-05-11 00:00:00,1
1856,10636,31754,13149,5,2016-05-11 00:00:00,1
1857,30849,21553,13149,5,2016-05-11 00:00:00,1
1858,14889,23998,13149,5,2016-05-11 00:00:00,1
1859,31568,28993,13150,4,2016-05-11 00:00:00,1
1860,29149,8818,13150,4,2016-05-11 00:00:00,1
1861,27064,12222,13150,4,2016-05-11 00:00:00,2
1862,14377,17649,13150,4,2016-05-11 00:00:00,1
1863,9831,13576,12985,5,2016-05-12 00:00:00,1
1864,762,12587,12985,5,2016-05-12 00:00:00,1
1865,5127,14891,12985,5,2016-05-12 00:00:00,1
1866,16996,21949,12987,4,2016-05-12 00:00:00,1
1867,9649,4149,12985,5,2016-05-12 00:00:00,2
1868,50029,37235,12985,9,2016-05-12 00:00:00,2
1869,23550,14606,12987,4,2016-05-12 00:00:00,1
1870,13764,17903,12987,4,2016-05-12 00:00:00,1
1871,641,1003,12987,4,2016-05-12 00:00:00,1
1872,11517,34537,13144,5,2016-05-12 00:00:00,1
1873,34538,27114,13144,5,2016-05-12 00:00:00,1
1874,29943,26009,13144,5,2016-05-12 00:00:00,1
1875,12226,33234,13144,5,2016-05-12 00:00:00,1
1876,25543,14479,12987,4,2016-05-12 00:00:00,1
1877,28296,12491,12987,4,2016-05-12 00:00:00,1
1878,20396,651,12987,4,2016-05-12 00:00:00,2
1879,23142,23748,12987,4,2016-05-12 00:00:00,1
1880,10828,10844,12987,4,2016-05-12 00:00:00,1
1881,26965,10602,13145,5,2016-05-12 00:00:00,2
1882,24877,29055,13145,5,2016-05-12 00:00:00,1
1883,24179,3651,13145,5,2016-05-12 00:00:00,1
1884,36263,21397,13145,5,2016-05-12 00:00:00,2
1885,12214,14465,13145,5,2016-05-12 00:00:00,2
1886,29271,26839,13156,5,2016-05-12 00:00:00,2
1887,36042,9535,13156,5,2016-05-12 00:00:00,2
1888,20650,19,12811,6,2016-05-12 00:00:00,2
1889,1936,14609,12984,5,2016-05-12 00:00:00,1
1890,13800,11310,12986,5,2016-05-12 00:00:00,2
1891,616,18648,12986,5,2016-05-12 00:00:00,1
1892,36449,17749,12987,4,2016-05-12 00:00:00,1
1893,20396,23142,12987,5,2016-05-12 00:00:00,2
1894,23147,13032,12987,5,2016-05-12 00:00:00,2
1895,21623,29894,13140,9,2016-05-12 00:00:00,2
1896,13017,11332,13140,9,2016-05-12 00:00:00,1
1897,17018,11020,13140,9,2016-05-12 00:00:00,1
1898,28108,23997,13141,9,2016-05-12 00:00:00,1
1899,29469,23146,13141,9,2016-05-12 00:00:00,2
1900,25000,13804,13143,5,2016-05-12 00:00:00,1
1901,5993,23633,13143,5,2016-05-12 00:00:00,1
1902,13617,23365,13146,5,2016-05-12 00:00:00,1
1903,26313,42681,13146,5,2016-05-12 00:00:00,1
1904,20750,30801,13146,5,2016-05-12 00:00:00,1
1905,1687,36397,13146,5,2016-05-12 00:00:00,1
1906,5069,25703,13147,9,2016-05-12 00:00:00,1
1907,25539,40058,13147,9,2016-05-12 00:00:00,1
1908,38621,27116,13147,9,2016-05-12 00:00:00,2
1909,12054,5885,13147,9,2016-05-12 00:00:00,2
1910,29457,26502,13148,9,2016-05-12 00:00:00,1
1911,24009,34861,13148,9,2016-05-12 00:00:00,1
1912,33648,23301,13148,9,2016-05-12 00:00:00,1
1913,20694,24393,13151,5,2016-05-12 00:00:00,1
1914,10990,8526,13151,5,2016-05-12 00:00:00,1
1915,15075,2247,13151,5,2016-05-12 00:00:00,2
1916,12525,26600,13151,5,2016-05-12 00:00:00,2
1917,21497,36821,13153,9,2016-05-12 00:00:00,2
1918,22269,18627,13153,9,2016-05-12 00:00:00,1
1919,11948,21757,13153,9,2016-05-12 00:00:00,1
1920,18771,18457,13154,5,2016-05-12 00:00:00,1
1921,31458,24073,13154,5,2016-05-12 00:00:00,2
1922,28899,9041,13154,5,2016-05-12 00:00:00,1
1923,14815,8706,13154,5,2016-05-12 00:00:00,1
1924,7555,14477,13154,5,2016-05-12 00:00:00,1
1925,13844,19857,13154,5,2016-05-12 00:00:00,1
1926,24397,26706,13155,5,2016-05-12 00:00:00,2
1927,11797,18338,13155,5,2016-05-12 00:00:00,2
1928,12194,34102,13155,5,2016-05-12 00:00:00,1
1929,26211,30126,13155,5,2016-05-12 00:00:00,2
1930,21070,28566,13155,5,2016-05-12 00:00:00,1
1931,8806,674,12811,6,2016-05-12 00:00:00,1
1932,2179,26923,12984,5,2016-05-12 00:00:00,1
1933,22807,838,12984,5,2016-05-12 00:00:00,1
1934,30292,47335,12984,9,2016-05-12 00:00:00,1
1935,14716,13269,12986,5,2016-05-12 00:00:00,2
1936,52016,25777,12986,9,2016-05-12 00:00:00,1
1937,25543,36449,12987,5,2016-05-12 00:00:00,1
1938,28296,23550,12987,5,2016-05-12 00:00:00,2
1939,13764,11683,12987,5,2016-05-12 00:00:00,1
1940,7803,12852,12987,5,2016-05-12 00:00:00,2
1941,12229,35084,13141,9,2016-05-12 00:00:00,1
1942,25368,10929,13141,9,2016-05-12 00:00:00,1
1943,30856,20705,13146,5,2016-05-12 00:00:00,1
1944,42971,29720,13146,5,2016-05-12 00:00:00,1
1945,30470,28992,13148,9,2016-05-12 00:00:00,1
1946,17317,19812,13150,4,2016-05-12 00:00:00,2
1947,8787,28885,13151,5,2016-05-12 00:00:00,1
1948,13209,27358,13152,5,2016-05-12 00:00:00,2
1949,31358,21431,13152,5,2016-05-12 00:00:00,1
1950,22235,40434,13152,5,2016-05-12 00:00:00,1
1951,20559,28685,13152,5,2016-05-12 00:00:00,2
1952,13031,26143,13152,5,2016-05-12 00:00:00,1
1953,28684,14108,13152,5,2016-05-12 00:00:00,2
1954,32723,21499,13152,5,2016-05-12 00:00:00,2
1955,27262,28887,13154,5,2016-05-12 00:00:00,2
1956,28290,35667,13156,5,2016-05-12 00:00:00,1
1957,28063,26200,12811,5,2016-05-12 00:00:00,1
1958,677,22434,12811,6,2016-05-12 00:00:00,1
1959,20193,673,12811,6,2016-05-12 00:00:00,2
1960,1042,1092,12811,6,2016-05-12 00:00:00,2
1961,3054,1718,12984,5,2016-05-12 00:00:00,1
1962,6080,23640,12986,5,2016-05-12 00:00:00,1
1963,9878,48064,12986,9,2016-05-12 00:00:00,1
1964,641,16996,12987,5,2016-05-12 00:00:00,1
1965,10813,11309,13140,9,2016-05-12 00:00:00,2
1966,24721,20658,13145,5,2016-05-12 00:00:00,1
1967,13592,19882,13145,5,2016-05-12 00:00:00,1
1968,23575,22771,13149,5,2016-05-12 00:00:00,1
1969,9687,28600,13150,4,2016-05-12 00:00:00,1
1970,23155,19567,13150,4,2016-05-12 00:00:00,1
1971,24534,12873,13150,4,2016-05-12 00:00:00,1
1972,31568,17317,13150,5,2016-05-12 00:00:00,1
1973,18770,29149,13150,5,2016-05-12 00:00:00,1
1974,22707,14377,13150,5,2016-05-12 00:00:00,1
1975,20807,30370,13150,5,2016-05-12 00:00:00,1
1976,18748,20983,13151,5,2016-05-12 00:00:00,2
1977,41961,18136,13153,9,2016-05-12 00:00:00,2
1978,11358,29960,13154,5,2016-05-12 00:00:00,1
1979,22429,26627,13155,5,2016-05-12 00:00:00,2
1980,9109,12055,13155,5,2016-05-12 00:00:00,1
1981,19907,13337,13155,5,2016-05-12 00:00:00,2
1982,51709,25332,12811,5,2016-05-12 00:00:00,2
1983,11226,831,12811,6,2016-05-12 00:00:00,2
1984,1075,7043,12811,6,2016-05-12 00:00:00,1
1985,12622,12048,13145,5,2016-05-12 00:00:00,2
1986,3685,13404,13150,4,2016-05-12 00:00:00,1
1987,5992,7127,12811,6,2016-05-12 00:00:00,1
1988,13608,29905,13142,5,2016-05-12 00:00:00,2
1989,18720,29906,13142,5,2016-05-12 00:00:00,1
1990,14894,11371,13142,5,2016-05-12 00:00:00,1
1991,24797,3586,13142,5,2016-05-12 00:00:00,2
1992,23012,14967,13142,5,2016-05-12 00:00:00,2
1993,7732,25818,13142,5,2016-05-12 00:00:00,1
1994,19910,30087,13149,5,2016-05-12 00:00:00,1
1995,8354,24069,13149,5,2016-05-12 00:00:00,1
1996,11575,3849,13149,5,2016-05-12 00:00:00,1
1997,21460,10978,13149,5,2016-05-12 00:00:00,1
1998,9687,23155,13150,5,2016-05-12 00:00:00,1
1999,23072,27064,13150,5,2016-05-12 00:00:00,1
2000,20194,4344,13150,5,2016-05-12 00:00:00,1
2001,1266,28073,12985,9,2016-05-13 00:00:00,1
2002,762,9649,12985,9,2016-05-13 00:00:00,1
2003,1264,9488,12985,9,2016-05-13 00:00:00,1
2004,10828,18524,12987,5,2016-05-13 00:00:00,1
2005,25543,28296,12987,9,2016-05-13 00:00:00,2
2006,641,7803,12987,9,2016-05-13 00:00:00,1
2007,23147,10828,12987,9,2016-05-13 00:00:00,2
2008,5127,9831,12985,9,2016-05-13 00:00:00,2
2009,29667,891,13143,5,2016-05-13 00:00:00,2
2010,28346,17250,13143,5,2016-05-13 00:00:00,1
2011,11517,36278,13144,9,2016-05-13 00:00:00,1
2012,14510,34538,13144,9,2016-05-13 00:00:00,1
2013,29462,29151,13144,9,2016-05-13 00:00:00,1
2014,29943,12226,13144,9,2016-05-13 00:00:00,2
2015,23226,51139,12984,10,2016-05-13 00:00:00,2
2016,13764,20396,12987,9,2016-05-13 00:00:00,1
2017,10051,24756,13143,5,2016-05-13 00:00:00,1
2018,26965,12622,13145,9,2016-05-13 00:00:00,1
2019,24179,24877,13145,9,2016-05-13 00:00:00,1
2020,24721,36263,13145,9,2016-05-13 00:00:00,1
2021,12214,13592,13145,9,2016-05-13 00:00:00,1
2022,33298,27187,13156,9,2016-05-13 00:00:00,1
2023,20849,29271,13156,9,2016-05-13 00:00:00,1
2024,22704,10288,13156,9,2016-05-13 00:00:00,1
2025,5150,49890,12811,9,2016-05-13 00:00:00,1
2026,1936,2179,12984,9,2016-05-13 00:00:00,1
2027,13048,935,12986,9,2016-05-13 00:00:00,2
2028,25543,13764,12987,10,2016-05-13 00:00:00,1
2029,641,23147,12987,10,2016-05-13 00:00:00,1
2030,47042,46224,12987,4,2016-05-11 00:00:00,2
2031,24429,47042,12987,9,2016-05-12 00:00:00,1
2032,24429,38360,12987,10,2016-05-13 00:00:00,2
2033,12229,25368,13141,10,2016-05-13 00:00:00,1
2034,28108,29469,13141,10,2016-05-13 00:00:00,1
2035,13617,22280,13146,9,2016-05-13 00:00:00,1
2036,30856,14561,13146,9,2016-05-13 00:00:00,1
2037,26313,42971,13146,9,2016-05-13 00:00:00,1
2038,1687,20750,13146,9,2016-05-13 00:00:00,2
2039,5069,25539,13147,10,2016-05-13 00:00:00,1
2040,38621,12054,13147,10,2016-05-13 00:00:00,1
2041,30470,29457,13148,10,2016-05-13 00:00:00,1
2042,33648,24009,13148,10,2016-05-13 00:00:00,1
2043,24534,3685,13150,5,2016-05-13 00:00:00,1
2044,31568,18770,13150,9,2016-05-13 00:00:00,1
2045,9687,23072,13150,9,2016-05-13 00:00:00,1
2046,22707,20807,13150,9,2016-05-13 00:00:00,1
2047,21497,41961,13153,10,2016-05-13 00:00:00,1
2048,22269,11948,13153,10,2016-05-13 00:00:00,2
2049,1075,11226,12811,9,2016-05-13 00:00:00,1
2050,18485,5838,12984,9,2016-05-13 00:00:00,2
2051,14716,6080,12986,9,2016-05-13 00:00:00,2
2052,616,13800,12986,9,2016-05-13 00:00:00,1
2053,36588,13511,12811,9,2016-05-13 00:00:00,1
2054,20193,1042,12811,9,2016-05-13 00:00:00,2
2055,25408,24530,13142,5,2016-05-13 00:00:00,1
2056,10492,29667,13143,9,2016-05-13 00:00:00,2
2057,25000,22761,13143,9,2016-05-13 00:00:00,1
2058,28346,5993,13143,9,2016-05-13 00:00:00,2
2059,13209,31358,13152,9,2016-05-13 00:00:00,2
2060,22235,20559,13152,9,2016-05-13 00:00:00,1
2061,28684,13031,13152,9,2016-05-13 00:00:00,1
2062,29665,32723,13152,9,2016-05-13 00:00:00,1
2063,18771,31458,13154,9,2016-05-13 00:00:00,1
2064,28899,11358,13154,9,2016-05-13 00:00:00,1
2065,7555,14815,13154,9,2016-05-13 00:00:00,1
2066,13844,27262,13154,9,2016-05-13 00:00:00,1
2067,36042,28290,13156,9,2016-05-13 00:00:00,1
2068,5992,677,12811,9,2016-05-13 00:00:00,1
2069,38278,51709,12811,9,2016-05-13 00:00:00,1
2070,3054,22807,12984,9,2016-05-13 00:00:00,1
2071,14177,854,12986,9,2016-05-13 00:00:00,2
2072,9878,51865,12986,10,2016-05-13 00:00:00,1
2073,21623,13017,13140,10,2016-05-13 00:00:00,2
2074,10813,17018,13140,10,2016-05-13 00:00:00,2
2075,13608,23099,13142,9,2016-05-13 00:00:00,2
2076,18720,14894,13142,9,2016-05-13 00:00:00,1
2077,20194,24534,13150,9,2016-05-13 00:00:00,1
2078,20694,10990,13151,9,2016-05-13 00:00:00,1
2079,25451,18748,13151,9,2016-05-13 00:00:00,1
2080,8787,18474,13151,9,2016-05-13 00:00:00,1
2081,12525,15075,13151,9,2016-05-13 00:00:00,2
2082,22429,24397,13155,9,2016-05-13 00:00:00,1
2083,9109,11797,13155,9,2016-05-13 00:00:00,1
2084,12194,26211,13155,9,2016-05-13 00:00:00,1
2085,21070,19907,13155,9,2016-05-13 00:00:00,1
2086,26218,9658,12984,9,2016-05-13 00:00:00,2
2087,7732,25408,13142,9,2016-05-13 00:00:00,1
2088,10051,26424,13143,9,2016-05-13 00:00:00,1
2089,8806,20650,12811,9,2016-05-13 00:00:00,1
2090,24797,23012,13142,9,2016-05-13 00:00:00,2
2091,19910,8354,13149,9,2016-05-13 00:00:00,1
2092,23575,10636,13149,9,2016-05-13 00:00:00,2
2093,30849,14889,13149,9,2016-05-13 00:00:00,1
2094,11575,21460,13149,9,2016-05-13 00:00:00,1
2095,762,5127,12985,10,2016-05-14 00:00:00,1
2096,1266,1264,12985,10,2016-05-14 00:00:00,1
2097,50029,23235,12985,10,2016-05-14 00:00:00,2
2098,25543,641,12987,12,2016-05-14 00:00:00,2
2099,11373,30355,12812,1,2016-05-14 00:00:00,1
2100,29829,19584,12812,1,2016-05-14 00:00:00,2
2101,6627,20653,12813,1,2016-05-14 00:00:00,1
2102,20655,22906,12813,1,2016-05-14 00:00:00,2
2103,10051,10492,13143,10,2016-05-14 00:00:00,1
2104,28346,25000,13143,10,2016-05-14 00:00:00,1
2105,10011,11981,12812,1,2016-05-14 00:00:00,2
2106,8722,775,12812,1,2016-05-14 00:00:00,2
2107,882,10500,12812,1,2016-05-14 00:00:00,1
2108,17829,11438,12813,1,2016-05-14 00:00:00,1
2109,26140,13447,12813,1,2016-05-14 00:00:00,2
2110,20847,34605,12813,1,2016-05-14 00:00:00,1
2111,20104,10901,12813,1,2016-05-14 00:00:00,1
2112,9243,18076,12989,1,2016-05-14 00:00:00,1
2113,18155,33502,12989,1,2016-05-14 00:00:00,2
2114,23816,17357,12989,1,2016-05-14 00:00:00,1
2115,14387,20285,12989,1,2016-05-14 00:00:00,1
2116,11224,1886,12989,1,2016-05-14 00:00:00,1
2117,12229,28108,13141,12,2016-05-14 00:00:00,1
2118,11517,14510,13144,10,2016-05-14 00:00:00,2
2119,29943,29462,13144,10,2016-05-14 00:00:00,2
2120,26313,1687,13146,10,2016-05-14 00:00:00,1
2121,5069,38621,13147,12,2016-05-14 00:00:00,1
2122,30470,33648,13148,12,2016-05-14 00:00:00,1
2123,22235,13209,13152,10,2016-05-14 00:00:00,1
2124,29665,28684,13152,10,2016-05-14 00:00:00,1
2125,21497,22269,13153,12,2016-05-14 00:00:00,2
2126,18771,28899,13154,10,2016-05-14 00:00:00,1
2127,7555,13844,13154,10,2016-05-14 00:00:00,1
2128,1075,20193,12811,10,2016-05-14 00:00:00,1
2129,24840,8659,12812,1,2016-05-14 00:00:00,1
2130,10203,10826,12812,1,2016-05-14 00:00:00,1
2131,10505,13348,12813,1,2016-05-14 00:00:00,2
2132,18485,1936,12984,10,2016-05-14 00:00:00,2
2133,14716,13048,12986,10,2016-05-14 00:00:00,2
2134,14177,616,12986,10,2016-05-14 00:00:00,2
2135,22115,13398,12989,1,2016-05-14 00:00:00,2
2136,26845,29467,12989,1,2016-05-14 00:00:00,1
2137,27482,24706,12989,1,2016-05-14 00:00:00,1
2138,15075,28700,12989,1,2016-05-14 00:00:00,1
2139,12214,24721,13145,10,2016-05-14 00:00:00,2
2140,13617,30856,13146,10,2016-05-14 00:00:00,2
2141,25451,20694,13151,10,2016-05-14 00:00:00,1
2142,12525,8787,13151,10,2016-05-14 00:00:00,2
2143,22429,9109,13155,10,2016-05-14 00:00:00,2
2144,12194,21070,13155,10,2016-05-14 00:00:00,1
2145,854,10971,12812,1,2016-05-14 00:00:00,1
2146,3054,26218,12984,10,2016-05-14 00:00:00,1
2147,9550,14479,12989,1,2016-05-14 00:00:00,2
2148,12195,4453,12989,1,2016-05-14 00:00:00,2
2149,36588,38278,12811,10,2016-05-14 00:00:00,1
2150,21623,10813,13140,12,2016-05-14 00:00:00,1
2151,18720,13608,13142,10,2016-05-14 00:00:00,1
2152,24797,7732,13142,10,2016-05-14 00:00:00,2
2153,24179,26965,13145,10,2016-05-14 00:00:00,1
2154,31568,9687,13150,10,2016-05-14 00:00:00,1
2155,22707,20194,13150,10,2016-05-14 00:00:00,1
2156,5992,8806,12811,10,2016-05-14 00:00:00,1
2157,5150,28063,12811,10,2016-05-14 00:00:00,1
2158,24797,18720,13142,12,2016-05-14 00:00:00,2
